date,Hour,load,temp
2012-03-11 00:00:00,1,2591.0,28.0
2012-03-11 01:00:00,2,2552.0,28.333333333
2012-03-11 02:00:00,3,2513.0,28.666666667
2012-03-11 03:00:00,4,2489.0,29.666666667
2012-03-11 04:00:00,5,2477.0,29.0
2012-03-11 05:00:00,6,2517.0,30.0
2012-03-11 06:00:00,7,2632.0,29.666666667
2012-03-11 07:00:00,8,2796.0,29.666666667
2012-03-11 08:00:00,9,3004.0,30.666666667
2012-03-11 09:00:00,10,3178.0,33.666666667
2012-03-11 10:00:00,11,3240.0,37.0
2012-03-11 11:00:00,12,3227.0,41.333333333
2012-03-11 12:00:00,13,3200.0,44.666666667
2012-03-11 13:00:00,14,3128.0,47.333333333
2012-03-11 14:00:00,15,3045.0,50.666666667
2012-03-11 15:00:00,16,2996.0,51.666666667
2012-03-11 16:00:00,17,3020.0,53.333333333
2012-03-11 17:00:00,18,3122.0,54.666666667
2012-03-11 18:00:00,19,3288.0,54.0
2012-03-11 19:00:00,20,3523.0,50.0
2012-03-11 20:00:00,21,3417.0,45.666666667
2012-03-11 21:00:00,22,3156.0,44.333333333
2012-03-11 22:00:00,23,2879.0,41.0
2012-03-11 23:00:00,24,2580.0,39.666666667
2012-03-12 00:00:00,1,2464.0,37.666666667
2012-03-12 01:00:00,2,2378.0,35.333333333
2012-03-12 02:00:00,3,2360.0,33.666666667
2012-03-12 03:00:00,4,2373.0,33.666666667
2012-03-12 04:00:00,5,2454.0,32.666666667
2012-03-12 05:00:00,6,2748.0,31.0
2012-03-12 06:00:00,7,3251.0,32.333333333
2012-03-12 07:00:00,8,3500.0,31.666666667
2012-03-12 08:00:00,9,3517.0,32.333333333
2012-03-12 09:00:00,10,3491.0,39.333333333
2012-03-12 10:00:00,11,3498.0,48.333333333
2012-03-12 11:00:00,12,3494.0,55.333333333
2012-03-12 12:00:00,13,3427.0,59.333333333
2012-03-12 13:00:00,14,3394.0,60.666666667
2012-03-12 14:00:00,15,3321.0,63.0
2012-03-12 15:00:00,16,3264.0,62.666666667
2012-03-12 16:00:00,17,3255.0,63.0
2012-03-12 17:00:00,18,3329.0,62.333333333
2012-03-12 18:00:00,19,3465.0,60.0
2012-03-12 19:00:00,20,3616.0,54.333333333
2012-03-12 20:00:00,21,3488.0,51.666666667
2012-03-12 21:00:00,22,3213.0,49.666666667
2012-03-12 22:00:00,23,2876.0,49.0
2012-03-12 23:00:00,24,2592.0,47.333333333
2012-03-13 00:00:00,1,2415.0,47.0
2012-03-13 01:00:00,2,2307.0,46.666666667
2012-03-13 02:00:00,3,2280.0,46.666666667
2012-03-13 03:00:00,4,2283.0,45.333333333
2012-03-13 04:00:00,5,2364.0,46.0
2012-03-13 05:00:00,6,2631.0,48.0
2012-03-13 06:00:00,7,3112.0,47.666666667
2012-03-13 07:00:00,8,3363.0,47.333333333
2012-03-13 08:00:00,9,3423.0,48.0
2012-03-13 09:00:00,10,3438.0,49.333333333
2012-03-13 10:00:00,11,3442.0,51.0
2012-03-13 11:00:00,12,3428.0,53.0
2012-03-13 12:00:00,13,3392.0,56.666666667
2012-03-13 13:00:00,14,3378.0,61.666666667
2012-03-13 14:00:00,15,3332.0,63.666666667
2012-03-13 15:00:00,16,3311.0,63.666666667
2012-03-13 16:00:00,17,3328.0,62.666666667
2012-03-13 17:00:00,18,3379.0,60.333333333
2012-03-13 18:00:00,19,3461.0,60.0
2012-03-13 19:00:00,20,3610.0,57.0
2012-03-13 20:00:00,21,3501.0,53.333333333
2012-03-13 21:00:00,22,3224.0,51.0
2012-03-13 22:00:00,23,2864.0,49.666666667
2012-03-13 23:00:00,24,2580.0,49.666666667
2012-03-14 00:00:00,1,2407.0,49.333333333
2012-03-14 01:00:00,2,2313.0,49.0
2012-03-14 02:00:00,3,2279.0,48.333333333
2012-03-14 03:00:00,4,2291.0,47.666666667
2012-03-14 04:00:00,5,2367.0,44.666666667
2012-03-14 05:00:00,6,2633.0,43.333333333
2012-03-14 06:00:00,7,3132.0,41.666666667
2012-03-14 07:00:00,8,3370.0,41.0
2012-03-14 08:00:00,9,3403.0,41.666666667
2012-03-14 09:00:00,10,3428.0,42.0
2012-03-14 10:00:00,11,3473.0,43.0
2012-03-14 11:00:00,12,3485.0,44.0
2012-03-14 12:00:00,13,3439.0,45.666666667
2012-03-14 13:00:00,14,3429.0,45.666666667
2012-03-14 14:00:00,15,3390.0,44.666666667
2012-03-14 15:00:00,16,3365.0,42.333333333
2012-03-14 16:00:00,17,3430.0,41.0
2012-03-14 17:00:00,18,3551.0,40.666666667
2012-03-14 18:00:00,19,3640.0,40.333333333
2012-03-14 19:00:00,20,3671.0,38.666666667
2012-03-14 20:00:00,21,3542.0,38.333333333
2012-03-14 21:00:00,22,3280.0,38.333333333
2012-03-14 22:00:00,23,2925.0,37.0
2012-03-14 23:00:00,24,2638.0,36.333333333
2012-03-15 00:00:00,1,2485.0,35.0
2012-03-15 01:00:00,2,2401.0,34.666666667
2012-03-15 02:00:00,3,2374.0,34.333333333
2012-03-15 03:00:00,4,2374.0,33.666666667
2012-03-15 04:00:00,5,2462.0,33.666666667
2012-03-15 05:00:00,6,2740.0,32.666666667
2012-03-15 06:00:00,7,3231.0,32.333333333
2012-03-15 07:00:00,8,3488.0,32.333333333
2012-03-15 08:00:00,9,3522.0,32.333333333
2012-03-15 09:00:00,10,3531.0,33.333333333
2012-03-15 10:00:00,11,3546.0,35.333333333
2012-03-15 11:00:00,12,3526.0,38.0
2012-03-15 12:00:00,13,3484.0,41.0
2012-03-15 13:00:00,14,3445.0,42.666666667
2012-03-15 14:00:00,15,3379.0,44.666666667
2012-03-15 15:00:00,16,3343.0,45.666666667
2012-03-15 16:00:00,17,3356.0,47.333333333
2012-03-15 17:00:00,18,3431.0,47.333333333
2012-03-15 18:00:00,19,3553.0,45.0
2012-03-15 19:00:00,20,3696.0,43.333333333
2012-03-15 20:00:00,21,3596.0,41.666666667
2012-03-15 21:00:00,22,3367.0,40.666666667
2012-03-15 22:00:00,23,3031.0,39.666666667
2012-03-15 23:00:00,24,2748.0,39.333333333
2012-03-16 00:00:00,1,2580.0,38.333333333
2012-03-16 01:00:00,2,2488.0,39.333333333
2012-03-16 02:00:00,3,2455.0,39.333333333
2012-03-16 03:00:00,4,2451.0,39.0
2012-03-16 04:00:00,5,2520.0,38.666666667
2012-03-16 05:00:00,6,2772.0,38.333333333
2012-03-16 06:00:00,7,3222.0,38.0
2012-03-16 07:00:00,8,3473.0,38.333333333
2012-03-16 08:00:00,9,3557.0,38.333333333
2012-03-16 09:00:00,10,3614.0,38.666666667
2012-03-16 10:00:00,11,3650.0,39.666666667
2012-03-16 11:00:00,12,3652.0,40.666666667
2012-03-16 12:00:00,13,3614.0,41.333333333
2012-03-16 13:00:00,14,3605.0,41.333333333
2012-03-16 14:00:00,15,3550.0,41.0
2012-03-16 15:00:00,16,3511.0,41.333333333
2012-03-16 16:00:00,17,3517.0,41.333333333
2012-03-16 17:00:00,18,3541.0,41.666666667
2012-03-16 18:00:00,19,3594.0,41.666666667
2012-03-16 19:00:00,20,3636.0,41.333333333
2012-03-16 20:00:00,21,3505.0,41.333333333
2012-03-16 21:00:00,22,3299.0,41.0
2012-03-16 22:00:00,23,3040.0,39.333333333
2012-03-16 23:00:00,24,2754.0,39.333333333
2012-03-17 00:00:00,1,2526.0,38.0
2012-03-17 01:00:00,2,2404.0,37.666666667
2012-03-17 02:00:00,3,2361.0,37.666666667
2012-03-17 03:00:00,4,2350.0,37.0
2012-03-17 04:00:00,5,2386.0,36.333333333
2012-03-17 05:00:00,6,2475.0,35.666666667
2012-03-17 06:00:00,7,2663.0,36.333333333
2012-03-17 07:00:00,8,2900.0,36.666666667
2012-03-17 08:00:00,9,3141.0,36.333333333
2012-03-17 09:00:00,10,3248.0,39.0
2012-03-17 10:00:00,11,3285.0,41.333333333
2012-03-17 11:00:00,12,3253.0,45.0
2012-03-17 12:00:00,13,3175.0,48.333333333
2012-03-17 13:00:00,14,3094.0,50.333333333
2012-03-17 14:00:00,15,3017.0,52.333333333
2012-03-17 15:00:00,16,2949.0,52.333333333
2012-03-17 16:00:00,17,2970.0,53.0
2012-03-17 17:00:00,18,3009.0,53.333333333
2012-03-17 18:00:00,19,3084.0,52.0
2012-03-17 19:00:00,20,3248.0,49.333333333
2012-03-17 20:00:00,21,3194.0,46.0
2012-03-17 21:00:00,22,3023.0,43.666666667
2012-03-17 22:00:00,23,2791.0,42.666666667
2012-03-17 23:00:00,24,2560.0,42.666666667
2012-03-18 00:00:00,1,2404.0,41.333333333
2012-03-18 01:00:00,2,2319.0,41.666666667
2012-03-18 02:00:00,3,2284.0,42.0
2012-03-18 03:00:00,4,2259.0,42.333333333
2012-03-18 04:00:00,5,2287.0,42.333333333
2012-03-18 05:00:00,6,2361.0,41.666666667
2012-03-18 06:00:00,7,2504.0,41.666666667
2012-03-18 07:00:00,8,2697.0,41.333333333
2012-03-18 08:00:00,9,2909.0,41.666666667
2012-03-18 09:00:00,10,3060.0,45.0
2012-03-18 10:00:00,11,3088.0,50.666666667
2012-03-18 11:00:00,12,3074.0,56.666666667
2012-03-18 12:00:00,13,3030.0,63.0
2012-03-18 13:00:00,14,2966.0,67.0
2012-03-18 14:00:00,15,2922.0,69.666666667
2012-03-18 15:00:00,16,2882.0,72.666666667
2012-03-18 16:00:00,17,2946.0,75.0
2012-03-18 17:00:00,18,3038.0,75.333333333
2012-03-18 18:00:00,19,3143.0,72.0
2012-03-18 19:00:00,20,3346.0,66.666666667
2012-03-18 20:00:00,21,3259.0,62.333333333
2012-03-18 21:00:00,22,2981.0,59.333333333
2012-03-18 22:00:00,23,2675.0,56.0
2012-03-18 23:00:00,24,2438.0,53.666666667
2012-03-19 00:00:00,1,2267.0,54.666666667
2012-03-19 01:00:00,2,2185.0,52.333333333
2012-03-19 02:00:00,3,2167.0,51.666666667
2012-03-19 03:00:00,4,2176.0,50.666666667
2012-03-19 04:00:00,5,2273.0,47.666666667
2012-03-19 05:00:00,6,2556.0,47.666666667
2012-03-19 06:00:00,7,3035.0,45.333333333
2012-03-19 07:00:00,8,3274.0,46.0
2012-03-19 08:00:00,9,3327.0,47.0
2012-03-19 09:00:00,10,3346.0,53.666666667
2012-03-19 10:00:00,11,3376.0,62.0
2012-03-19 11:00:00,12,3383.0,66.333333333
2012-03-19 12:00:00,13,3366.0,70.666666667
2012-03-19 13:00:00,14,3359.0,70.333333333
2012-03-19 14:00:00,15,3309.0,71.0
2012-03-19 15:00:00,16,3261.0,69.666666667
2012-03-19 16:00:00,17,3248.0,69.333333333
2012-03-19 17:00:00,18,3284.0,65.333333333
2012-03-19 18:00:00,19,3354.0,62.666666667
2012-03-19 19:00:00,20,3522.0,58.0
2012-03-19 20:00:00,21,3406.0,56.0
2012-03-19 21:00:00,22,3117.0,54.666666667
2012-03-19 22:00:00,23,2773.0,51.666666667
2012-03-19 23:00:00,24,2501.0,51.0
2012-03-20 00:00:00,1,2351.0,48.333333333
2012-03-20 01:00:00,2,2268.0,47.0
2012-03-20 02:00:00,3,2241.0,45.666666667
2012-03-20 03:00:00,4,2234.0,44.0
2012-03-20 04:00:00,5,2336.0,43.0
2012-03-20 05:00:00,6,2597.0,41.666666667
2012-03-20 06:00:00,7,3072.0,41.333333333
2012-03-20 07:00:00,8,3275.0,41.0
2012-03-20 08:00:00,9,3298.0,44.0
2012-03-20 09:00:00,10,3298.0,50.333333333
2012-03-20 10:00:00,11,3324.0,56.333333333
2012-03-20 11:00:00,12,3315.0,61.666666667
2012-03-20 12:00:00,13,3310.0,66.0
2012-03-20 13:00:00,14,3324.0,69.333333333
2012-03-20 14:00:00,15,3308.0,70.666666667
2012-03-20 15:00:00,16,3285.0,73.333333333
2012-03-20 16:00:00,17,3283.0,73.666666667
2012-03-20 17:00:00,18,3308.0,73.333333333
2012-03-20 18:00:00,19,3353.0,72.0
2012-03-20 19:00:00,20,3529.0,67.333333333
2012-03-20 20:00:00,21,3444.0,62.0
2012-03-20 21:00:00,22,3142.0,58.0
2012-03-20 22:00:00,23,2795.0,56.666666667
2012-03-20 23:00:00,24,2523.0,55.666666667
2012-03-21 00:00:00,1,2343.0,53.666666667
2012-03-21 01:00:00,2,2268.0,52.0
2012-03-21 02:00:00,3,2227.0,51.0
2012-03-21 03:00:00,4,2238.0,50.0
2012-03-21 04:00:00,5,2316.0,48.333333333
2012-03-21 05:00:00,6,2570.0,48.333333333
2012-03-21 06:00:00,7,3028.0,47.333333333
2012-03-21 07:00:00,8,3241.0,47.666666667
2012-03-21 08:00:00,9,3284.0,51.0
2012-03-21 09:00:00,10,3315.0,58.666666667
2012-03-21 10:00:00,11,3383.0,65.666666667
2012-03-21 11:00:00,12,3425.0,71.333333333
2012-03-21 12:00:00,13,3422.0,75.666666667
2012-03-21 13:00:00,14,3439.0,78.333333333
2012-03-21 14:00:00,15,3423.0,78.333333333
2012-03-21 15:00:00,16,3399.0,79.0
2012-03-21 16:00:00,17,3388.0,80.666666667
2012-03-21 17:00:00,18,3389.0,79.0
2012-03-21 18:00:00,19,3397.0,77.333333333
2012-03-21 19:00:00,20,3579.0,72.666666667
2012-03-21 20:00:00,21,3479.0,68.0
2012-03-21 21:00:00,22,3203.0,66.0
2012-03-21 22:00:00,23,2858.0,67.333333333
2012-03-21 23:00:00,24,2566.0,65.666666667
2012-03-22 00:00:00,1,2402.0,62.333333333
2012-03-22 01:00:00,2,2310.0,60.333333333
2012-03-22 02:00:00,3,2268.0,57.0
2012-03-22 03:00:00,4,2257.0,56.0
2012-03-22 04:00:00,5,2322.0,55.0
2012-03-22 05:00:00,6,2565.0,53.333333333
2012-03-22 06:00:00,7,3020.0,52.333333333
2012-03-22 07:00:00,8,3236.0,51.333333333
2012-03-22 08:00:00,9,3303.0,54.666666667
2012-03-22 09:00:00,10,3350.0,60.0
2012-03-22 10:00:00,11,3411.0,65.333333333
2012-03-22 11:00:00,12,3441.0,71.0
2012-03-22 12:00:00,13,3446.0,75.666666667
2012-03-22 13:00:00,14,3480.0,79.333333333
2012-03-22 14:00:00,15,3472.0,80.0
2012-03-22 15:00:00,16,3451.0,79.666666667
2012-03-22 16:00:00,17,3432.0,80.0
2012-03-22 17:00:00,18,3427.0,79.0
2012-03-22 18:00:00,19,3432.0,77.0
2012-03-22 19:00:00,20,3594.0,73.666666667
2012-03-22 20:00:00,21,3524.0,70.333333333
2012-03-22 21:00:00,22,3255.0,69.333333333
2012-03-22 22:00:00,23,2895.0,68.333333333
2012-03-22 23:00:00,24,2603.0,66.666666667
2012-03-23 00:00:00,1,2440.0,65.333333333
2012-03-23 01:00:00,2,2332.0,64.333333333
2012-03-23 02:00:00,3,2272.0,62.666666667
2012-03-23 03:00:00,4,2265.0,60.666666667
2012-03-23 04:00:00,5,2336.0,58.666666667
2012-03-23 05:00:00,6,2569.0,57.666666667
2012-03-23 06:00:00,7,2978.0,55.333333333
2012-03-23 07:00:00,8,3189.0,54.0
2012-03-23 08:00:00,9,3267.0,56.333333333
2012-03-23 09:00:00,10,3325.0,58.666666667
2012-03-23 10:00:00,11,3371.0,61.333333333
2012-03-23 11:00:00,12,3364.0,63.0
2012-03-23 12:00:00,13,3332.0,64.0
2012-03-23 13:00:00,14,3322.0,66.0
2012-03-23 14:00:00,15,3268.0,67.333333333
2012-03-23 15:00:00,16,3218.0,68.333333333
2012-03-23 16:00:00,17,3202.0,68.0
2012-03-23 17:00:00,18,3182.0,66.666666667
2012-03-23 18:00:00,19,3167.0,65.0
2012-03-23 19:00:00,20,3311.0,60.666666667
2012-03-23 20:00:00,21,3230.0,58.333333333
2012-03-23 21:00:00,22,3022.0,56.333333333
2012-03-23 22:00:00,23,2767.0,53.666666667
2012-03-23 23:00:00,24,2504.0,53.0
2012-03-24 00:00:00,1,2326.0,52.0
2012-03-24 01:00:00,2,2218.0,51.0
2012-03-24 02:00:00,3,2160.0,50.0
2012-03-24 03:00:00,4,2137.0,49.0
2012-03-24 04:00:00,5,2170.0,47.666666667
2012-03-24 05:00:00,6,2263.0,47.0
2012-03-24 06:00:00,7,2461.0,45.333333333
2012-03-24 07:00:00,8,2688.0,44.0
2012-03-24 08:00:00,9,2954.0,44.666666667
2012-03-24 09:00:00,10,3113.0,44.666666667
2012-03-24 10:00:00,11,3136.0,45.666666667
2012-03-24 11:00:00,12,3121.0,46.0
2012-03-24 12:00:00,13,3061.0,46.333333333
2012-03-24 13:00:00,14,2991.0,47.333333333
2012-03-24 14:00:00,15,2932.0,48.0
2012-03-24 15:00:00,16,2916.0,48.666666667
2012-03-24 16:00:00,17,2964.0,48.333333333
2012-03-24 17:00:00,18,3050.0,46.0
2012-03-24 18:00:00,19,3111.0,45.666666667
2012-03-24 19:00:00,20,3198.0,44.666666667
2012-03-24 20:00:00,21,3114.0,44.0
2012-03-24 21:00:00,22,2920.0,44.333333333
2012-03-24 22:00:00,23,2685.0,44.0
2012-03-24 23:00:00,24,2466.0,44.0
2012-03-25 00:00:00,1,2298.0,44.0
2012-03-25 01:00:00,2,2199.0,44.0
2012-03-25 02:00:00,3,2157.0,44.0
2012-03-25 03:00:00,4,2141.0,44.0
2012-03-25 04:00:00,5,2168.0,44.0
2012-03-25 05:00:00,6,2230.0,44.0
2012-03-25 06:00:00,7,2368.0,43.666666667
2012-03-25 07:00:00,8,2569.0,43.0
2012-03-25 08:00:00,9,2845.0,43.333333333
2012-03-25 09:00:00,10,3058.0,43.333333333
2012-03-25 10:00:00,11,3161.0,42.333333333
2012-03-25 11:00:00,12,3221.0,42.333333333
2012-03-25 12:00:00,13,3232.0,42.666666667
2012-03-25 13:00:00,14,3191.0,43.333333333
2012-03-25 14:00:00,15,3141.0,43.666666667
2012-03-25 15:00:00,16,3092.0,44.666666667
2012-03-25 16:00:00,17,3157.0,44.666666667
2012-03-25 17:00:00,18,3261.0,44.333333333
2012-03-25 18:00:00,19,3309.0,44.333333333
2012-03-25 19:00:00,20,3395.0,44.0
2012-03-25 20:00:00,21,3273.0,43.666666667
2012-03-25 21:00:00,22,3005.0,43.0
2012-03-25 22:00:00,23,2730.0,42.666666667
2012-03-25 23:00:00,24,2499.0,41.0
2012-03-26 00:00:00,1,2349.0,41.333333333
2012-03-26 01:00:00,2,2276.0,42.0
2012-03-26 02:00:00,3,2257.0,41.0
2012-03-26 03:00:00,4,2270.0,39.333333333
2012-03-26 04:00:00,5,2368.0,35.666666667
2012-03-26 05:00:00,6,2648.0,35.333333333
2012-03-26 06:00:00,7,3137.0,35.666666667
2012-03-26 07:00:00,8,3400.0,37.0
2012-03-26 08:00:00,9,3475.0,37.0
2012-03-26 09:00:00,10,3491.0,36.0
2012-03-26 10:00:00,11,3492.0,34.333333333
2012-03-26 11:00:00,12,3472.0,35.666666667
2012-03-26 12:00:00,13,3443.0,36.333333333
2012-03-26 13:00:00,14,3425.0,35.666666667
2012-03-26 14:00:00,15,3367.0,36.333333333
2012-03-26 15:00:00,16,3346.0,34.666666667
2012-03-26 16:00:00,17,3388.0,35.0
2012-03-26 17:00:00,18,3486.0,33.333333333
2012-03-26 18:00:00,19,3584.0,32.333333333
2012-03-26 19:00:00,20,3735.0,31.333333333
2012-03-26 20:00:00,21,3659.0,30.333333333
2012-03-26 21:00:00,22,3411.0,30.333333333
2012-03-26 22:00:00,23,3086.0,30.0
2012-03-26 23:00:00,24,2831.0,29.666666667
2012-03-27 00:00:00,1,2658.0,28.666666667
2012-03-27 01:00:00,2,2586.0,27.666666667
2012-03-27 02:00:00,3,2571.0,26.333333333
2012-03-27 03:00:00,4,2585.0,25.333333333
2012-03-27 04:00:00,5,2679.0,24.333333333
2012-03-27 05:00:00,6,2966.0,23.333333333
2012-03-27 06:00:00,7,3407.0,22.666666667
2012-03-27 07:00:00,8,3605.0,22.333333333
2012-03-27 08:00:00,9,3602.0,24.0
2012-03-27 09:00:00,10,3571.0,25.333333333
2012-03-27 10:00:00,11,3551.0,29.0
2012-03-27 11:00:00,12,3535.0,31.666666667
2012-03-27 12:00:00,13,3487.0,34.0
2012-03-27 13:00:00,14,3438.0,37.333333333
2012-03-27 14:00:00,15,3362.0,39.333333333
2012-03-27 15:00:00,16,3328.0,40.666666667
2012-03-27 16:00:00,17,3337.0,42.333333333
2012-03-27 17:00:00,18,3399.0,42.0
2012-03-27 18:00:00,19,3476.0,41.333333333
2012-03-27 19:00:00,20,3666.0,38.333333333
2012-03-27 20:00:00,21,3603.0,36.333333333
2012-03-27 21:00:00,22,3357.0,33.666666667
2012-03-27 22:00:00,23,3020.0,32.666666667
2012-03-27 23:00:00,24,2746.0,32.333333333
2012-03-28 00:00:00,1,2575.0,32.0
2012-03-28 01:00:00,2,2494.0,33.333333333
2012-03-28 02:00:00,3,2453.0,33.333333333
2012-03-28 03:00:00,4,2442.0,33.333333333
2012-03-28 04:00:00,5,2529.0,33.666666667
2012-03-28 05:00:00,6,2787.0,32.0
2012-03-28 06:00:00,7,3254.0,32.333333333
2012-03-28 07:00:00,8,3480.0,31.666666667
2012-03-28 08:00:00,9,3526.0,33.333333333
2012-03-28 09:00:00,10,3551.0,34.333333333
2012-03-28 10:00:00,11,3579.0,37.0
2012-03-28 11:00:00,12,3565.0,38.666666667
2012-03-28 12:00:00,13,3511.0,39.0
2012-03-28 13:00:00,14,3486.0,42.666666667
2012-03-28 14:00:00,15,3450.0,42.333333333
2012-03-28 15:00:00,16,3410.0,43.0
2012-03-28 16:00:00,17,3449.0,44.0
2012-03-28 17:00:00,18,3553.0,45.0
2012-03-28 18:00:00,19,3628.0,45.333333333
2012-03-28 19:00:00,20,3676.0,45.0
2012-03-28 20:00:00,21,3542.0,43.0
2012-03-28 21:00:00,22,3270.0,42.333333333
2012-03-28 22:00:00,23,2921.0,41.666666667
2012-03-28 23:00:00,24,2652.0,40.0
2012-03-29 00:00:00,1,2494.0,39.333333333
2012-03-29 01:00:00,2,2416.0,38.333333333
2012-03-29 02:00:00,3,2379.0,37.333333333
2012-03-29 03:00:00,4,2388.0,36.666666667
2012-03-29 04:00:00,5,2487.0,36.333333333
2012-03-29 05:00:00,6,2747.0,36.333333333
2012-03-29 06:00:00,7,3221.0,36.333333333
2012-03-29 07:00:00,8,3463.0,36.0
2012-03-29 08:00:00,9,3505.0,35.333333333
2012-03-29 09:00:00,10,3542.0,35.666666667
2012-03-29 10:00:00,11,3583.0,36.333333333
2012-03-29 11:00:00,12,3581.0,36.666666667
2012-03-29 12:00:00,13,3550.0,37.0
2012-03-29 13:00:00,14,3529.0,38.666666667
2012-03-29 14:00:00,15,3458.0,38.333333333
2012-03-29 15:00:00,16,3430.0,39.333333333
2012-03-29 16:00:00,17,3464.0,40.0
2012-03-29 17:00:00,18,3547.0,39.333333333
2012-03-29 18:00:00,19,3601.0,38.333333333
2012-03-29 19:00:00,20,3675.0,38.333333333
2012-03-29 20:00:00,21,3582.0,38.0
2012-03-29 21:00:00,22,3322.0,37.333333333
2012-03-29 22:00:00,23,2987.0,36.666666667
2012-03-29 23:00:00,24,2723.0,35.666666667
2012-03-30 00:00:00,1,2566.0,35.666666667
2012-03-30 01:00:00,2,2482.0,34.666666667
2012-03-30 02:00:00,3,2448.0,34.333333333
2012-03-30 03:00:00,4,2463.0,33.0
2012-03-30 04:00:00,5,2567.0,33.0
2012-03-30 05:00:00,6,2828.0,31.666666667
2012-03-30 06:00:00,7,3260.0,31.0
2012-03-30 07:00:00,8,3469.0,29.666666667
2012-03-30 08:00:00,9,3483.0,32.333333333
2012-03-30 09:00:00,10,3482.0,34.333333333
2012-03-30 10:00:00,11,3483.0,35.666666667
2012-03-30 11:00:00,12,3447.0,37.666666667
2012-03-30 12:00:00,13,3378.0,39.333333333
2012-03-30 13:00:00,14,3344.0,41.666666667
2012-03-30 14:00:00,15,3266.0,43.0
2012-03-30 15:00:00,16,3203.0,43.333333333
2012-03-30 16:00:00,17,3192.0,44.0
2012-03-30 17:00:00,18,3215.0,43.333333333
2012-03-30 18:00:00,19,3252.0,42.0
2012-03-30 19:00:00,20,3417.0,39.666666667
2012-03-30 20:00:00,21,3398.0,37.666666667
2012-03-30 21:00:00,22,3219.0,37.333333333
2012-03-30 22:00:00,23,2958.0,36.333333333
2012-03-30 23:00:00,24,2692.0,35.0
2012-03-31 00:00:00,1,2506.0,34.666666667
2012-03-31 01:00:00,2,2414.0,33.333333333
2012-03-31 02:00:00,3,2381.0,32.333333333
2012-03-31 03:00:00,4,2376.0,32.0
2012-03-31 04:00:00,5,2413.0,32.0
2012-03-31 05:00:00,6,2519.0,32.333333333
2012-03-31 06:00:00,7,2698.0,32.0
2012-03-31 07:00:00,8,2925.0,32.666666667
2012-03-31 08:00:00,9,3162.0,34.0
2012-03-31 09:00:00,10,3297.0,35.666666667
2012-03-31 10:00:00,11,3318.0,36.666666667
2012-03-31 11:00:00,12,3274.0,38.0
2012-03-31 12:00:00,13,3196.0,40.333333333
2012-03-31 13:00:00,14,3103.0,41.666666667
2012-03-31 14:00:00,15,3010.0,43.666666667
2012-03-31 15:00:00,16,2958.0,45.333333333
2012-03-31 16:00:00,17,2960.0,45.666666667
2012-03-31 17:00:00,18,3034.0,45.333333333
2012-03-31 18:00:00,19,3090.0,45.0
2012-03-31 19:00:00,20,3233.0,42.666666667
2012-03-31 20:00:00,21,3220.0,39.333333333
2012-03-31 21:00:00,22,3074.0,37.0
2012-03-31 22:00:00,23,2837.0,35.333333333
2012-03-31 23:00:00,24,2607.0,32.666666667
2012-04-01 00:00:00,1,2446.0,30.333333333
2012-04-01 01:00:00,2,2362.0,29.0
2012-04-01 02:00:00,3,2331.0,28.666666667
2012-04-01 03:00:00,4,2323.0,27.333333333
2012-04-01 04:00:00,5,2349.0,27.0
2012-04-01 05:00:00,6,2444.0,26.333333333
2012-04-01 06:00:00,7,2575.0,24.333333333
2012-04-01 07:00:00,8,2777.0,25.0
2012-04-01 08:00:00,9,2985.0,30.0
2012-04-01 09:00:00,10,3103.0,35.0
2012-04-01 10:00:00,11,3139.0,40.666666667
2012-04-01 11:00:00,12,3113.0,45.0
2012-04-01 12:00:00,13,3081.0,47.666666667
2012-04-01 13:00:00,14,3038.0,48.333333333
2012-04-01 14:00:00,15,3009.0,48.666666667
2012-04-01 15:00:00,16,3039.0,47.666666667
2012-04-01 16:00:00,17,3136.0,47.0
2012-04-01 17:00:00,18,3281.0,45.666666667
2012-04-01 18:00:00,19,3344.0,44.0
2012-04-01 19:00:00,20,3415.0,42.666666667
2012-04-01 20:00:00,21,3291.0,41.333333333
2012-04-01 21:00:00,22,3041.0,40.333333333
2012-04-01 22:00:00,23,2732.0,39.333333333
2012-04-01 23:00:00,24,2509.0,39.0
2012-04-02 00:00:00,1,2384.0,38.333333333
2012-04-02 01:00:00,2,2314.0,37.666666667
2012-04-02 02:00:00,3,2299.0,37.0
2012-04-02 03:00:00,4,2318.0,37.666666667
2012-04-02 04:00:00,5,2422.0,37.0
2012-04-02 05:00:00,6,2711.0,35.666666667
2012-04-02 06:00:00,7,3178.0,35.333333333
2012-04-02 07:00:00,8,3410.0,35.0
2012-04-02 08:00:00,9,3440.0,35.333333333
2012-04-02 09:00:00,10,3447.0,37.0
2012-04-02 10:00:00,11,3448.0,40.666666667
2012-04-02 11:00:00,12,3432.0,42.666666667
2012-04-02 12:00:00,13,3385.0,45.0
2012-04-02 13:00:00,14,3356.0,47.0
2012-04-02 14:00:00,15,3300.0,49.0
2012-04-02 15:00:00,16,3264.0,49.0
2012-04-02 16:00:00,17,3265.0,49.666666667
2012-04-02 17:00:00,18,3339.0,49.0
2012-04-02 18:00:00,19,3403.0,47.666666667
2012-04-02 19:00:00,20,3564.0,45.0
2012-04-02 20:00:00,21,3533.0,42.0
2012-04-02 21:00:00,22,3283.0,40.333333333
2012-04-02 22:00:00,23,2961.0,38.0
